"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
3,9.7,1.17,-0.37,-1.2,0.264,55,170,0.99773,2.91,-0.76,9.7,0,8,"3"
4,1.1,1.11,0.37,9.95,-0.026,-224,15,0.99581,3.58,-0.33,13.9,0,8,"2"
0,14.1,0.63,0,4.3,0.103,133,220.5,1.08949,4.13,1.25,8.2,1,7,"0"
4,7.2,0.645,-0.03,1.9,-0.256,15,-334,0.99675,3.37,1.32,14,0,8,"2"
2,6.8,0.36,0.89,55.7,0.039,-45,170,0.9948,3.3,1.54,11.1,-1,7,"0"
5,7.9,1.21,1.51,44.3,-0.465,287,-10,0.94971,4.49,1.97,14.2,0,7,"2"
0,8.5,-0.52,0.35,1.7,0.061,-265,45,0.97098,2.31,-0.86,13.9,1,9,"0"
0,6.7,1.11,0.32,12,0.155,20,109,0.99262,3.34,0.35,12.6,0,7,"0"
5,14.3,0.24,0.29,70.1,0.42,56,157,1.02798,4.33,1.68,9.8,1,7,"4"
0,1.8,0.19,0,101.6,0.097,230,455,0.99582,3.8,0.52,9.5,0,8,"0"
4,6.5,0.02,-2.25,-24.7,0.126,-131,191,0.99297,3.78,0.87,9.5,0,7,"3"
3,10,0.84,1.59,2.9,0.263,4,187,1.02333,2.71,1.1,12.2,-1,11,"2"
3,7.4,0.38,-0.93,8.3,0.271,44,168,0.99627,2.58,0.52,19.2,0,8,"0"
2,18,0.86,-0.43,-62.1,0.601,6,61,0.9897,2.05,0.22,11.5,0,7,"0"
5,8.5,-0.16,-2.55,48.9,-0.304,79,-236,1.08899,3.04,1.31,8.05,1,9,"3"
4,7.2,0.29,0.4,7.6,-0.571,199,177,0.99337,3.04,1.6,6.5,0,8,"2"
0,19.7,1.32,1.31,3.3,0.1,26,52,0.9982,1.7,0.53,15.9,0,10,"0"
0,7.2,0.66,0.58,2.3,0.078,21,-336,0.99743,2.73,0.57,23.5,0,8,"0"
0,-2.7,0.33,1.08,2.5,0.047,-225,148,0.95857,3.2,0.43,7.1,0,7,"0"
5,15.7,0.7,-0.14,3.3,0.044,-192,91,1.0418,3.49,1.55,10.8,1,7,"3"
6,6,1.08,0.24,-31,-0.411,62,126,1.02658,4.5,0.74,9,1,7,"3"
0,-1.7,1.8,0.08,1.8,-0.12,22,89,0.89949,3.34,1.4,11.5,0,8,"1"
3,6.6,-0.12,0.52,8.1,0.102,-67,-56,0.99548,3.18,3.64,12.4,0,7,"0"
3,6.1,-0.05,1.56,59.3,0.335,-205,108,0.9934,3.23,0.52,9.2,0,7,"1"
0,9,0.2,0.42,22,0.041,80,26,0.9925,1.83,0.49,11.4,0,9,"0"
6,5.2,0,0.45,-49.4,0.022,14,49,0.9934,3.01,0.33,11.1,1,10,"2"
0,12.8,2.08,0.98,37.2,0.088,13,35,0.9997,2.48,0.6,13.7,0,14,"0"
4,6.4,0.26,0.69,1.7,-0.66,-248,60,0.9925,4.34,0.54,10.1,1,7,"2"
0,15.6,-0.05,0.02,2.2,0.546,36,111,0.99524,1.88,0.38,2.1,0,7,"0"
6,1.1,0.25,0.39,2.1,0.036,7,45,0.96443,4.29,0.43,12.2,0,8,"2"
4,8.2,0.18,0.54,-17,-0.033,28,81,0.9923,3,0.56,10.5,-1,9,"0"
3,6.6,0.26,0.46,7.8,0.047,135,561,0.9664,3.2,-0.51,11.9,0,7,"2"
1,6.4,0.3,1.36,-47.1,0.332,166,155,0.94414,3.36,-0.35,9,-2,7,"0"
4,6.5,0.41,0.09,65.7,0.048,-135,31,0.99454,3.44,1.73,9.8,0,7,"3"
5,5.1,0.33,0.19,50.2,0.027,273,-337,0.9893,3.67,0.38,9.7,0,6,"1"
4,6.7,0.26,0.29,7.1,0.119,306,550,1.04276,3.4,-1.1,8.5,0,7,"2"
4,17.1,0.44,0.26,131.75,-0.245,-115,100,0.99117,3.17,-0.61,7.3,0,9,"3"
4,1,0.26,0.42,-43.8,0.047,76,22,0.96671,2.49,0.45,15.7,0,8,"2"
2,7.8,-1.64,0.74,-6.6,0.033,-40,561,1.0919,3.14,0.52,12.8,-2,9,"2"
4,6,0.45,0.65,9.7,0.08,11,-260,0.9956,3.04,2.42,12.6,1,7,"0"
6,-2.6,0.32,0.26,38.8,-0.505,253,22,0.99291,3.36,0.19,11.1,2,7,"2"
4,5.8,0.25,0.25,-16.3,-0.171,-148,-287,1.03087,3.37,0.58,4.6,0,6,"3"
0,1.2,0.3,1.74,55,0.054,257,544,0.9956,3.12,0.38,9.7,-2,8,"0"
5,7.4,-0.61,0.16,12.8,0.395,48.5,229,0.9986,4.02,2.83,4.9,0,8,"3"
2,9.8,0.695,-0.95,2,0.076,12,-383,0.99546,3.29,0.54,10.1,-1,8,"1"
5,1.9,-0.92,1.82,4.7,0.274,326,205,0.99042,3.57,0.11,12.5,-1,7,"4"
0,-0.4,0.91,0.07,3.4,0.31,197,71,1.052,2.32,1.26,10.8,2,11,"0"
1,7.4,1.18,0.32,7.1,0.578,-63,486,0.98713,3.32,2.05,7.8,-1,8,"0"
4,6.8,0.21,0.36,-21.5,0.733,-15,133,1.04752,3.98,1.28,8.8,1,7,"0"
0,5.7,0.49,0.28,42.6,0.11,20,229,1.01233,2.93,1.95,9.9,1,9,"0"
5,6.9,0.38,0.28,8.3,0.062,22,166,0.98958,3.16,0.72,10.6,2,8,"3"
4,9.7,0.26,1.37,3.8,0.029,-109,-125,0.99011,4.13,0.34,12,0,7,"1"
4,6.3,0.27,1.81,20.5,0.044,59,-56,0.99077,3.14,2.01,11.7,0,7,"3"
3,3.1,0.2,0.36,20.4,0.066,31,132,0.995,4.16,2.2,10.9,-1,8,"2"
4,-3.7,0.32,1.68,2.5,0.052,40,219.5,0.99575,3.15,1.92,10,1,7,"1"
0,5.1,2.81,0.8,-0.4,0.053,13,-287,1.0039,3.22,0.39,11.5,2,6,"0"
4,6.4,0.3,-0.23,-115.2,0.058,27,-116,0.93754,3.95,-0.65,21.1,0,7,"0"
0,7.4,0.64,-0.16,-7.4,-0.378,-61,116,0.97551,2.52,1.89,9.8,0,8,"1"
0,6.6,0.05,0.04,-14.6,0.069,-62,15,0.9956,3.62,0.63,5.2,-1,7,"0"
3,18.2,0.95,0.24,99.4,-0.539,29,-161,1.01019,2.95,0.59,10.6,-1,8,"2"
4,6.7,0.23,0.93,-14.7,0.361,231,143,0.99256,3.25,0.62,22.1,0,7,"2"
4,-2.3,-0.07,0.3,-10.4,0.333,116,143,1.01838,3.8,-0.21,9.4,0,7,"1"
3,6.4,0.885,0,41.3,0.899,253,-222,0.99551,3.56,-0.52,10.2,0,7,"2"
0,14.2,0.21,0.71,62.9,0.09,-277,-304,0.97454,2.08,1.49,10.4,1,9,"0"
0,8.4,-0.01,0.42,1.6,0.085,9,101,0.994,3.05,0.8,11.9,1,9,"0"
5,1.5,1.19,0.32,36.9,0.273,14,119,0.99137,2.04,1.89,16.8,1,6,"4"
5,4.5,0.25,0.28,4.9,1.224,29,98,0.99024,3.09,1.35,9.8,0,7,"4"
0,7.9,1.28,0.47,2.6,-0.285,12,94,1.086,3.4,-0.24,9.5,-1,9,"0"
0,13,0.43,1.07,9.8,-0.079,-18,486,0.95632,3.02,-0.83,11.7,-1,7,"0"
0,14.8,1.42,-0.06,0.8,0.037,-174,356,1.01232,4,0.92,13.7,-1,7,"1"
4,2.9,0.39,0.26,0.1,0.103,39,-162,0.99325,3.41,-1.31,10.8,0,7,"2"
4,17.9,-0.53,-0.42,1.6,0.095,365,903,0.99396,3.18,0.7,3.5,0,8,"1"
4,6.8,0.37,-0.28,-102.4,0.175,-156,98,0.95199,2.83,2.14,10.3,0,8,"1"
6,14,-1.11,0.29,1.8,0.03,40,147,0.9912,3.06,-1.26,11.4,1,7,"2"
4,4.9,1.815,-0.98,-97.8,0.024,58,45,1.04469,2.68,-1.91,11.4,1,8,"2"
5,6.6,0.22,-1.29,-9.1,0.617,-9,632,0.99906,2.53,1.44,12.4,1,7,"3"
3,-4,-0.91,0.28,4.2,-0.436,-127,112,0.9906,3,1.59,14.9,-1,8,"0"
4,6.9,1.12,0.41,34,0.241,31,-57,0.99368,3.22,0.42,11.2,0,8,"2"
4,14.1,-0.045,0.22,2.3,0.075,126,24,0.99688,3.68,0.54,11.3,0,9,"1"
0,8.9,0.025,1.33,49.4,0.061,111,227,0.99739,2.24,0.36,9.7,1,10,"0"
2,1.7,1.525,0.19,0.8,0.337,17,204,0.9934,3.34,0.21,13.4,-1,8,"0"
3,9.5,0.47,0.49,-9.9,0.555,42,220,0.9988,4.1,0.99,7.2,0,9,"1"
1,5.6,0.54,0.1,11.4,-0.531,240,434,1.03694,3.34,0.77,7.7,-2,6,"0"
5,6.3,0.23,-0.63,1.8,0.033,3,-119,0.9906,4.46,0.4,11.8,1,7,"2"
4,9.2,-1.16,0.28,18.6,0.032,25,78,0.99094,2.99,2.1,7.4,1,9,"3"
4,10.3,0.19,0.37,-54.6,0.54,-466,117,1.03125,2.99,1.27,8.5,1,9,"2"
0,6.4,0.43,0.32,50.2,0.048,88,67,0.99176,3.08,-2.96,11.4,-1,7,"0"
2,7.1,-0.25,0.61,-56,0.454,-191,155,1.04649,2.64,0.45,9.5,-1,8,"1"
3,17.4,-1.18,-0.04,1.3,0.381,251,698,0.9925,3.07,0.54,8.1,0,7,"2"
4,5.3,0.6,-0.19,48.3,0.033,33,-164,0.95734,3.08,3.27,13.3,0,9,"3"
3,6.8,-0.89,-0.51,6.7,0.034,106,420,0.99245,4.17,1.63,14.3,-1,7,"1"
2,7.4,0.45,0.32,7.1,0.432,108,117,0.9962,3.32,-0.14,12.1,0,8,"2"
3,6.5,0.25,-0.82,-42.8,0.292,227,130,0.9972,2.31,0.04,9.9,0,7,"3"
5,-4.6,2.44,1.78,35.7,0.048,30,-232,0.99138,4.26,0.62,17.1,1,6,"3"
0,6.2,-0.66,-0.26,1.85,0.086,300,111,1.00781,3.1,-1.27,10.6,0,7,"0"
3,7.9,-0.5,0.26,39.1,-0.249,-131,143,0.9942,4.31,0.74,9.8,0,8,"0"
4,7.7,0.79,1.2,-21.4,-0.125,484,-147,1.01184,0.72,-0.26,11.3,-1,8,"2"
0,-10.5,-0.45,0,-46.3,-0.424,206,-177,0.995,3.54,0.9,6.4,0,7,"0"
6,6.5,0.83,-0.43,40.2,-0.392,41,122,0.95525,3.26,0.59,10.4,1,7,"4"
6,13.8,-0.55,-1.04,2.2,0.026,289,29,0.95031,3.68,0.65,12.3,0,7,"3"
2,7.1,0.24,0.34,1.2,0.045,6,137,0.99132,3.43,1.75,7.2,0,8,"2"
3,12.2,-1.04,-0.38,1.4,0.036,19,108,0.99006,4.45,0.66,9.7,-1,7,"2"
0,-0.7,0.45,-0.59,-17.8,0.108,-181,34,1.04953,3.51,0.56,15.2,1,8,"0"
5,16.8,0,0.35,11.1,0.039,29,198,0.9984,3.36,0.5,9.4,0,7,"1"
2,12.6,0.15,0.24,1.8,0.025,32,102,0.95406,3.34,0.59,15.3,-2,8,"2"
3,7.8,0.39,1.64,20.2,0.047,21,262,0.9951,2.94,0.31,11.8,-1,8,"1"
0,1.4,0.63,0.02,1.9,0.264,-65,30,0.99712,2.95,0.22,6.5,0,8,"0"
0,9.1,0.32,-0.65,45.8,0.373,17,673,0.9956,3.13,-1.16,9.3,-1,10,"2"
3,6.1,-0.59,0.37,2.6,0.041,24,380,1.03352,3.18,0.5,15.3,-1,7,"2"
0,7.9,-0.61,0.44,27.2,0.075,10,26,1.00005,3.06,-0.18,7.1,1,16,"0"
4,6.4,0.09,0.37,5.4,0.026,27,80,1.03243,3.44,-0.5,12.7,1,8,"3"
5,4.8,0.575,-0.96,1.2,0.074,47,310,0.99132,3.79,0.4,10.3,1,5,"2"
0,-1.9,1.49,0.25,-49,0.357,43,148,0.9976,2.38,2.09,9.2,1,8,"0"
5,6.8,0.49,0.48,2.7,0.042,28,83,0.97673,2.52,0.51,17.5,-1,8,"4"
2,8.1,1,0.81,-38.6,0.257,-167,183,1.03047,3.5,1.34,11.2,-1,9,"0"
4,6.4,0.35,0.28,-42.7,0.039,-190,401,0.99539,2.94,0.43,10.6,0,7,"2"
3,1.9,0.25,0.2,16,0.024,29,101,0.99114,2.43,0.09,10.8,-1,7,"1"
6,19,0.92,0.28,21.35,-0.18,51,490,0.99782,5.48,0.6,9.5,1,8,"3"
4,1.8,0.24,0.29,1.2,0.528,37,97,1.00562,4.41,-1.08,8.3,0,8,"3"
3,13.2,0.16,0.02,-20.5,0.064,63,-342,1.03396,3.66,0.68,22.2,0,7,"1"
3,16.2,0.24,-1.33,1.3,0.038,32,571,0.99125,3.54,0.43,11.1,-1,7,"0"
2,16.2,1.61,-1.37,2.9,0.077,21,45,1.04613,3.49,0.96,22.2,-2,9,"1"
3,-2.5,0.27,1.17,49.4,0.1,20,27,0.96326,1.96,1.18,11.2,-1,9,"2"
5,14,0.23,-1.16,-62.1,-0.047,45,182,0.9967,3.08,1.8,5.4,1,8,"2"
2,0.5,0.165,0.07,57.3,0.133,-70.5,588,0.94748,3.53,0.53,12.5,0,7,"0"
3,5.1,1.18,0.21,-124.5,0.26,-268,389,0.9894,2.76,-0.54,11.4,-1,6,"1"
0,11.2,-0.03,0.55,27.8,-0.438,-334,-34,1,3.17,1.13,9.5,0,12,"0"
6,7.1,1.68,-0.31,62.6,0.03,-177,-141,0.99345,3.16,-0.26,12.2,1,8,"3"
0,7.5,0.6,0.49,-27.3,0.095,233,269,0.97179,2.82,0.17,13,0,8,"0"
4,-1.6,0.26,0.24,2.4,-0.06,27,-30,0.99234,3.76,0.73,15.9,1,6,"3"
4,7.5,-0.43,3.39,8.8,0.134,59,434,0.9972,4.28,0.63,9.6,0,8,"1"
3,15.5,0.43,-0.31,11.25,0.032,31,87,0.9922,3.22,-0.5,9.8,-1,7,"0"
2,8.6,0.26,0.18,1.4,-0.264,265,135,0.99174,3.32,0.35,12.8,-2,6,"0"
5,1.1,0.335,0.08,10,0.071,27,258,0.96608,3.14,0.51,16,1,6,"3"
3,7.3,0.26,-1.14,9.3,0.411,35,183,1.02725,2.44,2.53,7.5,-1,8,"1"
5,17.5,0.26,-0.36,36.9,0.135,178,-126,0.94441,4.1,0.46,16.7,1,9,"4"
4,1.6,-0.89,0.44,3.8,-0.347,49,-157,0.9911,3.06,-0.89,11.6,0,8,"2"
4,7.1,0.34,-0.72,8.2,0.341,53,187,0.95496,2.74,-0.61,16.5,1,8,"3"
1,7.1,0.21,0.74,123.2,0.413,23,106,0.99405,3.35,2.69,8.8,-1,8,"1"
0,13.4,-1.02,0.4,2.9,-0.003,-191,110,1.02783,3.48,-2.12,9.7,1,11,"0"
5,0,-0.21,0.16,54.8,0.049,209,-15,0.9917,4.4,0.92,12.1,1,5,"2"
5,17.5,0.45,0.27,4.7,-0.365,17,810,0.96622,3.12,0.76,12.5,0,8,"3"
3,-1.9,-0.45,0.2,-74.1,-1.114,54,153,0.96437,2.91,-0.47,9.5,-1,7,"3"
2,6.6,0.27,0.46,8.1,-1.079,53,202,0.99548,2.35,-1.28,10,-1,7,"1"
0,6.8,0.27,0.3,-5.2,0.047,69,160,0.99705,1.25,-0.87,15.7,0,7,"0"
0,7.2,0.25,1.04,2.1,0.492,587,352,0.997,3.44,0.9,9.4,-1,8,"2"
4,7.2,0.93,0.67,38.6,0.46,15,176,0.9958,3.17,0.38,14,1,8,"1"
3,8.2,0.48,0.44,-17.3,0.043,314,425,1.03578,2.23,2.05,8,-1,9,"1"
3,-2.4,0.19,0.28,1.6,-0.382,-206,529,0.94954,3.34,1.43,9.8,0,8,"2"
5,7.2,0.19,0.46,48.4,0.041,-11,187,0.9932,2.3,-2.01,11.2,0,8,"3"
4,5.8,1.39,0.15,1.1,0.495,140,83,0.95739,3.3,-0.01,9.3,0,6,"3"
5,-2.1,0.23,0.39,1.8,-0.423,23,165,0.9912,4.05,0.31,8.5,1,7,"3"
5,6.4,0.09,0.15,18.8,-0.548,-76,97,0.99408,2.99,-0.06,9.9,1,7,"2"
1,12.9,0.35,0.35,-28,0.034,-125,148,0.96527,3.73,0.12,9.8,-1,7,"0"
0,-2.6,0.745,0.12,83.2,0.714,15,-329,0.9995,3.67,0.59,9.5,2,8,"1"
4,7.2,-0.51,-2.39,6.3,0.034,4,201,0.99305,3.15,0.52,9.7,-1,8,"2"
5,7,0.61,-0.09,9.2,-0.303,37,-226,1.01372,3.06,0.34,12.5,-1,7,"1"
2,6.9,0.52,0.25,2.6,0.023,139,381,0.96141,2.84,0.5,13.4,-1,8,"2"
0,8.7,0.34,0.38,30.2,0.063,-88,321,0.99468,3.24,0.08,12,1,9,"0"
0,10.3,0.23,0.42,-8,0.612,-37,122,1.01037,3.08,2.06,12.3,1,9,"1"
2,12.2,-0.74,1.87,1.4,0.049,50,-295,0.9709,3.03,0.45,9.5,-1,7,"0"
6,7.2,-0.53,0.34,6.4,0.516,16,83,0.99278,2.51,0.4,10.8,2,8,"4"
4,6.5,0.22,1.84,52,-0.438,249,-32,0.95051,3.05,0.66,6.8,0,7,"0"
3,8.7,-0.38,0.49,1.1,0.037,33,20,0.992,2.03,1.14,10.5,-1,15,"0"
6,12.1,0.87,0.49,1.3,-0.205,248,295,1.0095,2.38,0.53,11.7,1,8,"4"
5,7.1,0.18,0.74,15.6,-0.082,44,176,1.00063,4.44,-0.3,20.5,1,8,"2"
4,6.4,0.55,0.26,-45.9,0.449,20,104,0.9924,3.22,-0.82,16,0,7,"2"
4,16.3,0.13,0.32,-9.1,0.051,142,109,0.97224,5.2,0.35,9.2,0,8,"1"
5,-4.4,1.76,-0.22,7.75,0.131,30,69,0.99158,2.64,0.41,11.1,0,8,"0"
6,5.2,-0.62,0.47,1.6,0.031,-165,375,0.94111,3.44,2.06,12.2,2,6,"4"
5,7.4,0.13,0.39,4.7,-0.078,165,137,0.96213,3.36,0.56,7.1,0,8,"3"
4,12.2,0.06,0.4,1.6,0.614,20,-236,1.03649,0.74,-0.08,15.4,0,9,"3"
3,-0.8,0.4,-1.07,14.5,0.045,-204,193,0.9961,4.47,1.39,14,-1,8,"1"
2,7.7,-0.55,0.89,1.9,1.002,9,-182,0.9966,2.81,-0.92,4.7,-1,8,"0"
3,4,0.15,0.14,5.7,0.025,-6,22,0.97681,3.2,1.59,10.8,-1,8,"2"
2,7.6,0.27,-0.06,42.5,0.058,-107,115,0.9958,3.15,0.45,3.7,-1,8,"1"
3,10.8,0.795,0,2.6,0.096,11,26,0.9671,3.35,1.24,9.4,-1,10,"1"
0,7.6,-0.67,0.55,3.4,-0.064,-119,116,0.9944,3.15,1.68,4.6,0,8,"0"
5,5.9,0.23,-0.14,45.75,0.246,25,161,0.9925,2.13,0.38,8.3,1,6,"3"
0,1.9,0.43,0.26,1.8,0.518,27,-194,1.04499,4.06,0.32,10.4,1,8,"1"
3,10.1,0.69,-0.29,-34.4,0.132,192,329,1.03111,2.39,0.62,14.8,-1,8,"2"
3,12.6,-0.36,0.27,49.9,0.117,139,614,0.98973,3.2,0.08,9,0,8,"2"
3,7,1.22,0.7,6.1,0.398,-12,184,0.94456,3.2,0.5,9.4,-1,8,"3"
3,7.4,-0.32,1.78,1.1,0.042,559,-311,1.02852,3.13,0.55,2.1,0,8,"2"
3,10.9,0.86,1.22,-39,-0.451,35,455,0.9986,3.94,-1.18,8.8,-2,8,"3"
0,5,1.565,-0.84,11.75,0.114,-69,118,0.9954,3.07,0.66,12.3,1,6,"1"
6,4.8,-0.85,0.35,43.6,0.041,30,116,1.01233,3.49,0.77,10.3,1,8,"4"
0,6,1.06,0,1.4,0.057,-175,27,0.98917,3.36,0.45,14.5,0,7,"1"
2,14.1,-0.17,-0.3,60.1,0.057,-206,280,1.03492,3.22,0.5,12.4,-1,9,"2"
2,1.1,0.21,0.88,-51.6,0.05,-44,-52,0.997,3.65,0.31,8.6,-1,6,"1"
2,6.8,0.32,0.3,1,0.174,22,-26,1.00213,1.24,0.61,10.2,-1,7,"1"
3,6.8,0.32,-0.38,3.4,0.023,19,444,0.96552,3.42,1.49,12.7,-1,7,"1"
5,-1.1,-2.19,0.29,1.8,0.23,69,237,1.00037,2.29,2.88,15.6,1,8,"2"
3,8.5,0.73,2.04,15.2,0.057,40,234,1.02042,3.02,-0.48,14,0,9,"1"
4,7.7,0.3,1.78,19.6,-0.245,52,203,0.9973,3.24,0.4,5.7,0,9,"1"
0,8,0.745,0.56,2,0.05,30,-186,0.9968,3.24,2.42,9.4,-1,9,"0"
0,5.6,0.72,1.23,5.7,0.205,12,80,0.9923,2.76,0.38,4.5,-1,6,"0"
3,10.2,1.63,0.22,19.7,-0.299,57,-241,0.9966,3.08,-0.26,9.3,-1,8,"3"
5,17.7,1.61,0.31,5.5,-0.03,553,317,0.9951,2.73,0.66,9.3,1,7,"3"
3,7.8,0.26,0.49,-13.2,-0.475,28,454,0.9919,3.03,2.09,13.3,-2,9,"1"
3,1.6,0.28,1.71,3,0.028,19,98,0.99303,2.05,1.17,-0.3,-1,7,"1"
5,10.2,0.4,-0.16,0.9,0.048,23,170,0.993,3.22,0.27,8.7,1,7,"1"
7,7.1,0.26,0.31,19.4,0.535,29,128,0.9937,3.34,0.66,10.9,1,8,"3"
5,-3,0.21,0.69,14.5,-0.211,128,170,0.9657,3.55,0.4,9.8,1,8,"2"
6,7.1,0.21,0.41,-6,-0.058,-107,141,0.993,3.2,0.57,10,1,8,"4"
3,0.2,0.39,0.31,-100.8,0.346,77,157,0.95556,3.05,-0.1,8.7,0,8,"0"
3,6.5,0.22,-2.24,8,0.637,17,146,1.03059,2.41,0.48,9.1,-1,7,"1"
3,2.6,0.24,-0.41,8.7,0.06,19,-273,0.994,2.05,0.31,7.7,0,6,"2"
4,-5.2,1.59,0.49,7.3,0.467,61,206,0.96302,3.13,0.43,6,0,7,"1"
6,3,0.3,0.32,1.7,-0.149,-241,130,1.02636,2.47,-0.65,11.2,1,7,"2"
1,7.6,0.29,-0.26,-40.3,-0.095,-245,160,0.9944,3.14,0.47,13,-2,8,"1"
2,0.3,-1,-0.31,-8.7,0.037,42,150,0.97828,3.04,2.2,11.7,-1,8,"1"
3,6.4,0.11,0.35,7.7,-0.149,-476,191,1.01136,3.15,0.5,8,0,7,"3"
0,5.8,1.21,1.78,-57.5,0.044,144,-601,0.97641,3.19,1.22,9.5,0,6,"0"
0,5.1,0.74,0,32.6,0.124,-7,58,1.01733,4.51,1.48,13.7,-1,7,"0"
2,11.7,0.28,0.78,-15.6,-0.093,235,166,0.992,3.05,0.31,11.7,0,9,"1"
0,7.5,-1.03,0.15,-35.4,-0.381,29,94,0.99786,2,0.58,5.1,0,8,"1"
3,-3.8,3.11,0.43,37.6,-0.155,296,-217,0.99293,3.47,0.51,10.8,-1,8,"0"
0,11.1,0.81,-0.14,-47,0.07,6,14,0.99562,3.51,-0.06,10.8,0,8,"0"
6,9.3,0.32,-0.59,-15,0.055,-151,138,1.02223,5.07,0.5,12.7,0,7,"4"
5,-5.8,-0.74,-0.24,118.5,0.048,47,161,0.99281,3.71,-0.7,13.1,1,7,"3"
0,8.7,-0.43,0.32,11.1,0.565,239,169,0.99975,3.12,0.47,2.1,-1,9,"1"
6,11.3,0.155,0.08,1.6,0.243,39,334,0.98975,3.57,1.84,6.8,0,6,"4"
4,5.3,0.26,-1.21,-43.6,-0.456,77,182,0.9958,0.89,0.52,4.7,0,8,"1"
4,4.5,0.37,1.23,7.9,0.047,340,215,0.95141,2.38,1.64,9.5,0,7,"0"
3,8.2,0.2,-0.01,3.5,0.279,126,314,1.03306,3.19,3.05,17.6,-1,9,"1"
3,4.4,0.59,0.14,40.2,0.084,25,-208,1.01015,3.98,0.56,4.3,0,10,"2"
4,18.1,0.29,-1.18,-41.7,-0.397,38,339,0.9906,2.48,-2.25,4.9,0,7,"3"
4,-3.9,0.25,-1.05,5.7,-0.126,-491,152,1.00275,3.21,0.88,4.5,0,7,"2"
2,7.8,0.44,0.32,-3.7,-0.193,29,58,1.02982,5.35,0.64,10.3,-1,9,"1"
0,9,0.36,-0.59,48.5,-0.092,77,23,0.94473,3.84,0.76,18.3,0,11,"0"
6,14.5,1.63,0.28,-2.1,0.032,-34,963,0.98946,2.64,0.29,13,0,6,"4"
0,7.3,1.31,0.65,-78.5,-0.116,298,465,0.94955,3.37,1.73,7.6,-1,8,"0"
5,10.3,-0.93,0.34,5.1,-0.207,-74,-105,0.91168,3.24,2.88,6.7,1,7,"2"
4,5.2,1.34,0.29,18.2,0.028,18,-359,1.02674,4.24,-2.18,6.8,0,6,"2"
3,2.5,0.28,-0.98,54.7,0.054,-170,451,0.98896,3.53,0.42,16.5,0,6,"1"
3,6.8,-0.2,0.36,18.1,0.401,32,133,1,3.67,0.48,2.3,0,7,"2"
0,15.7,0.16,-0.33,1.4,-0.4,13,109,0.9932,3.11,0.75,7.3,1,8,"0"
4,21,1.36,-0.85,-111.2,0.046,23,-185,0.97275,3.33,0.29,9.6,1,10,"3"
0,17.6,1.295,0.28,6.9,0.005,46,150,0.99299,4.2,0.7,4,1,6,"1"
0,25.8,0.36,1.87,20.1,0.09,172,-34,1,3.17,1.25,9.2,0,12,"0"
0,7.4,-1.14,-1.14,94,0.924,18,38,0.9933,1.92,0.41,13.6,-1,8,"0"
5,12.9,0.29,0.22,1.7,0.035,33,79,0.98203,3.38,2.01,5.4,0,7,"3"
0,-0.7,1.04,1.39,52.1,0.093,13,29,1.04032,3.22,0.55,9.9,0,9,"0"
4,6.6,0.26,0.38,-101.9,0.17,55,201,0.96367,3.19,-2.7,13.5,0,7,"2"
5,7,-1.04,0.24,71.5,0.039,162,-238,0.94804,3.05,2.12,10.6,0,8,"3"
2,6.1,0.9,0.14,3.9,0.307,46,-242,0.99344,3.07,-0.43,15.9,0,7,"1"
1,15.2,0.91,0.08,-10.7,0.067,220,90,0.99648,3.52,0.53,11,-1,8,"1"
2,6.7,0.14,1.08,55.6,-0.37,-76.5,216,0.9956,3.31,0.68,10.7,-1,7,"1"
3,14,0.24,-0.86,43.5,0.03,42,-641,0.97031,3.47,-0.54,10.2,-1,7,"2"
0,15.1,1.31,0.19,-14.4,0.561,13,26,0.99547,3.38,0.64,9.9,2,8,"0"
2,8,0.6,1.81,7.1,0.045,-16,-48,0.97212,2.69,0.43,10.6,-1,9,"1"
5,9.3,0.22,0.5,16.4,0.185,36,182,0.99904,4.2,0.44,8.8,1,7,"3"
3,4.9,0.27,0.41,1.3,-0.535,238,524,0.9951,3.42,-0.78,5,-1,7,"1"
3,4,-0.3,0.27,7.5,0.041,-91,160,0.99535,3.17,0.79,10,0,8,"2"
6,3.9,0.31,0.67,10.9,0.06,163,10,1.0299,3.24,0.83,14.6,1,12,"3"
0,10.1,-0.51,0.44,7.1,0.693,49,257,1.03585,2.72,0.55,12.7,0,7,"0"
2,-0.4,0.28,0.22,-45.4,-0.303,27,474,1.02823,3.33,-0.41,10.6,-2,7,"1"
4,-3.6,1.36,-1.45,11.5,0.222,74,148,0.95324,3.19,0.39,11.5,0,6,"4"
3,7.3,0.28,2.05,12.9,0.049,62,162.5,0.95841,3.43,0.45,10.6,-1,8,"2"
4,9.5,0.32,0.52,62.6,0.088,-85,51,1.06922,2.26,0.04,16.4,0,10,"4"
3,7.4,-0.41,0.25,3.8,0.086,152,392,0.992,3.11,0.4,17.6,-1,8,"1"
3,3.1,-0.04,-0.29,21.2,-0.296,67,-496,0.99907,1.93,2.25,13.1,0,8,"2"
6,8.1,-0.89,-2.09,-35,0.033,36,141,0.94348,2.16,-2.4,13.3,1,9,"3"
3,6.2,-0.7,0.45,-38.6,0.029,37,94,1.04011,4.29,-1.17,7.3,-1,7,"2"
