"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"1",5165,0,35,0,9,55578,"No",173187,"Yes","Female","High School","Blue Collar",47,"Commercial",22230,5,"Minivan","No",0,0,"Yes",4,5,"Urban"
"0",0,0,28,1,13,97231,"No",262856,"Yes","Female","Bachelors","Blue Collar",56,"Commercial",22200,4,"SUV","No",0,0,"Yes",3,11,"Rural"
"1",1436.1676118,1,40,2,16,75188,"No",241182,"Yes","Female","High School","Blue Collar",25,"Commercial",13020,10,"SUV","No",44010,3,"No",4,6,"Urban"
"0",0,0,38,0,11,92242,"No",233525,"Yes","Male","Masters","Professional",39,"Commercial",27390,6,"Panel Truck","Yes",33887,4,"No",3,10,"Urban"
"0",0,0,50,0,14,31889,"No",169899,"Yes","Female","<High School","Clerical",24,"Private",11050,6,"SUV","No",0,0,"Yes",4,6,"Rural"
"1",23139.079869,0,59,0,12,55693,"No",0,"No","Female","Bachelors","Blue Collar",40,"Commercial",22930,6,"Pickup","No",7089,3,"Yes",4,4,"Urban"
"1",724,0,31,1,12,54909,"No",245334,"Yes","Male","<High School","Blue Collar",33,"Private",6990,1,"Pickup","Yes",0,0,"Yes",3,4,"Urban"
"0",0,0,48,0,11,21246,"No",115947,"No","Female","<High School","Clerical",48,"Private",6830,6,"SUV","No",6645,3,"Yes",5,3,"Urban"
"1",7485,1,34,4,14,58991,"No",162309,"Yes","Male","High School","Blue Collar",61,"Commercial",5490,13,"Pickup","No",1423,1,"Yes",0,10,"Urban"
"0",0,0,28,1,11,64872,"No",88733,"Yes","Female","High School","Clerical",55,"Private",13430,4,"SUV","No",0,0,"Yes",0,10,"Rural"
"1",7635,0,50,0,11,98347,"No",282017,"Yes","Male","Masters","Professional",64,"Commercial",19610,4,"Van","Yes",8924,1,"Yes",0,1,"Urban"
"0",0,0,46,0,11,104206,"No",0,"No","Female","Masters","Lawyer",27,"Private",20760,11,"SUV","No",0,0,"Yes",4,22,"Urban"
"0",0,0,42,3,9,43834,"Yes",153656,"No","Female","High School","Blue Collar",38,"Commercial",33280,4,"SUV","No",0,0,"Yes",1,1,"Rural"
"0",0,1,47,1,12,172091,"No",374376,"Yes","Male","PhD","Manager",5,"Commercial",23410,6,"Panel Truck","Yes",0,0,"Yes",0,16,"Urban"
"0",0,0,39,0,10,36313,"No",161899,"Yes","Female","High School","Blue Collar",32,"Private",9030,1,"Sports Car","No",0,0,"Yes",0,1,"Urban"
"0",0,0,50,0,11,80241,"No",0,"No","Female","Masters","Lawyer",17,"Private",14520,4,"Pickup","No",7628,2,"Yes",7,11,"Urban"
"0",0,0,51,0,13,81987,"No",258282,"No","Male","High School","Blue Collar",36,"Private",14800,9,"Minivan","No",0,0,"Yes",0,8,"Rural"
"0",0,1,35,1,9,81246,"No",206595,"Yes","Female","Bachelors","Professional",11,"Private",15480,10,"SUV","No",9144,1,"Yes",0,12,"Rural"
"0",0,0,53,0,13,114845,"No",351686,"Yes","Female","Bachelors","Manager",54,"Commercial",24930,6,"Pickup","No",0,0,"No",0,7,"Urban"
"0",0,1,38,2,11,50718,"Yes",0,"No","Female","<High School","Clerical",51,"Private",14230,1,"SUV","No",3649,1,"Yes",5,5,"Rural"
"0",0,0,43,2,10,102933,"No",306714,"Yes","Female","Bachelors","Blue Collar",40,"Commercial",11790,10,"SUV","No",0,0,"Yes",1,8,"Urban"
"0",0,0,35,0,9,72389,"No",213173,"No","Female","PhD","Lawyer",45,"Private",13440,1,"Minivan","No",8185,4,"Yes",2,10,"Urban"
"1",38223.483845,1,56,1,15,88858,"No",249331,"Yes","Female","PhD","Lawyer",20,"Private",5670,4,"SUV","No",4906,2,"Yes",2,19,"Urban"
"0",0,0,32,2,4,71791,"No",207232,"Yes","Female","Bachelors","Professional",46,"Private",15100,7,"SUV","No",4430,2,"Yes",5,12,"Urban"
"0",0,0,37,2,13,39324,"Yes",151114,"No","Female","Bachelors","Home Maker",46,"Private",9130,10,"SUV","No",5177,2,"Yes",6,10,"Urban"
"0",0,0,37,2,14,189052,"Yes",342272,"No","Female","Masters","Lawyer",25,"Private",7590,4,"SUV","No",0,0,"Yes",4,17,"Urban"
"0",0,0,53,0,7,55869,"No",0,"No","Male","Masters","Lawyer",10,"Private",22920,1,"Minivan","No",0,0,"Yes",0,13,"Urban"
"0",0,0,64,0,11,76552,"No",229237,"Yes","Female","Masters","Lawyer",26,"Private",15560,16,"Sports Car","No",0,0,"Yes",0,9,"Urban"
"0",0,0,47,0,0,0,"No",0,"Yes","Male","High School","Student",52,"Commercial",6970,10,"Minivan","Yes",0,0,"Yes",5,1,"Rural"
"1",4256,0,46,0,6,100790,"No",0,"No","Female","Masters","Manager",34,"Private",21010,1,"Sports Car","No",0,0,"Yes",0,12,"Urban"
"0",0,0,33,1,9,21124,"Yes",0,"No","Male","Bachelors","Student",30,"Private",5000,1,"Pickup","Yes",0,0,"Yes",0,10,"Urban"
"1",1029,1,39,1,12,69464,"No",199330,"Yes","Male","Masters","Manager",18,"Commercial",5400,1,"Pickup","Yes",7940,3,"Yes",4,15,"Urban"
"0",0,1,43,2,16,72357,"No",288115,"Yes","Male","Bachelors","Blue Collar",40,"Commercial",23190,1,"Minivan","Yes",0,0,"Yes",0,7,"Urban"
"1",2188,0,37,0,0,0,"No",80900,"Yes","Female","High School","Student",40,"Commercial",5200,1,"Sports Car","No",6064,1,"Yes",0,8,"Urban"
"0",0,0,52,0,11,86563,"No",0,"No","Male","High School","Blue Collar",53,"Commercial",15360,6,"Minivan","No",0,0,"Yes",2,9,"Rural"
"0",0,0,51,0,7,40862,"No",0,"No","Male","Bachelors","Professional",14,"Commercial",30800,14,"Panel Truck","No",3919,3,"Yes",4,11,"Urban"
"0",0,1,43,2,17,82947,"No",264359,"Yes","Male","Masters","Professional",35,"Commercial",20710,4,"Van","Yes",3963,3,"Yes",5,16,"Urban"
"1",2518,0,32,2,9,19063,"Yes",0,"No","Female","<High School","Clerical",32,"Private",8190,6,"Sports Car","No",2892,3,"Yes",6,3,"Urban"
"0",0,0,55,0,13,115656,"No",333533,"Yes","Female","Bachelors","Manager",44,"Private",7000,7,"SUV","No",0,0,"Yes",4,7,"Urban"
"0",0,1,36,2,12,15358,"No",125216,"Yes","Female","<High School","Clerical",16,"Private",24480,6,"Sports Car","No",0,0,"Yes",1,1,"Urban"
"1",5543,0,39,1,0,0,"Yes",0,"No","Female","<High School","Student",18,"Commercial",5200,14,"SUV","No",13647,2,"Yes",7,1,"Urban"
"1",4552,0,31,1,0,0,"No",0,"Yes","Male","<High School","Student",29,"Private",21390,1,"Van","Yes",0,0,"Yes",0,1,"Urban"
"1",484.50015447,2,43,2,12,98421,"No",291316,"Yes","Male","<High School","Blue Collar",16,"Commercial",25960,1,"Panel Truck","Yes",0,0,"Yes",6,1,"Urban"
"0",0,0,49,0,14,65786,"No",191042,"No","Female","Bachelors","Blue Collar",49,"Private",25290,6,"Pickup","No",0,0,"Yes",1,1,"Urban"
"0",0,0,54,0,12,52722,"No",0,"No","Male","High School","Professional",55,"Private",12170,6,"Minivan","Yes",0,0,"Yes",0,1,"Urban"
"0",0,0,50,0,12,36622,"No",154253,"No","Male","Bachelors","Manager",25,"Private",22210,4,"Minivan","No",0,0,"Yes",0,8,"Urban"
"0",0,1,36,2,10,48680,"Yes",198173,"No","Male","Bachelors","Clerical",10,"Commercial",9970,1,"Pickup","No",0,0,"No",1,7,"Urban"
"1",5899,0,43,0,0,0,"No",76613,"No","Female","<High School","Home Maker",45,"Private",5800,7,"SUV","No",0,0,"Yes",0,1,"Rural"
"1",3538,0,46,0,11,45300,"No",152064,"Yes","Male","High School","Blue Collar",28,"Commercial",10630,1,"Pickup","Yes",0,0,"Yes",1,1,"Urban"
"0",0,2,45,3,14,116415,"No",335711,"Yes","Female","Bachelors","Professional",38,"Commercial",20990,1,"Pickup","No",0,0,"Yes",2,11,"Rural"
"0",0,0,60,0,15,35390,"No",140705,"Yes","Female","High School","Manager",21,"Commercial",17140,6,"Pickup","No",8410,1,"Yes",0,8,"Urban"
"0",0,1,44,3,0,0,"No",0,"Yes","Female","High School","Student",57,"Private",7900,6,"SUV","No",0,0,"No",1,11,"Urban"
"0",0,0,51,0,12,70846,"No",0,"No","Male","PhD","Doctor",23,"Private",17810,7,"Van","Yes",0,0,"Yes",0,12,"Urban"
"0",0,0,29,2,8,36324,"Yes",0,"No","Male","High School","Blue Collar",30,"Commercial",8030,6,"Pickup","Yes",0,0,"Yes",0,9,"Rural"
"0",0,0,58,0,10,46946,"No",247003,"No","Male","Masters","Lawyer",22,"Private",16860,6,"Van","Yes",28158,2,"No",3,13,"Urban"
"0",0,0,55,0,13,7898,"No",153061,"No","Female","PhD","Home Maker",38,"Private",9310,1,"Minivan","No",0,0,"Yes",0,12,"Rural"
"0",0,0,59,0,13,83937,"No",243854,"Yes","Male","Bachelors","Blue Collar",52,"Commercial",28250,4,"Sports Car","Yes",0,0,"Yes",0,1,"Rural"
"0",0,0,33,1,11,56405,"No",137034,"Yes","Female","High School","Manager",32,"Private",29200,1,"Pickup","No",21805,1,"No",2,5,"Urban"
"0",0,0,33,3,10,22343,"No",147588,"Yes","Male","Bachelors","Clerical",5,"Private",7030,1,"Pickup","Yes",1717,2,"Yes",0,9,"Urban"
"1",6316,0,64,0,13,40188,"No",203994,"Yes","Male","Bachelors","Blue Collar",65,"Commercial",7900,1,"SUV","Yes",10942,2,"No",0,11,"Urban"
"0",0,0,40,0,7,14848,"No",90755,"Yes","Female","<High School","Clerical",26,"Private",12060,1,"SUV","No",0,0,"Yes",0,4,"Rural"
"0",0,0,48,0,15,132284,"No",346399,"Yes","Male","Masters","Manager",58,"Commercial",20590,7,"Van","Yes",1327,2,"Yes",3,13,"Urban"
"0",0,0,41,0,10,32774,"No",0,"No","Female","High School","Clerical",44,"Private",20120,4,"Minivan","No",0,0,"Yes",0,1,"Rural"
"0",0,0,29,1,3,17120,"Yes",117426,"No","Male","High School","Clerical",20,"Private",6970,4,"Pickup","Yes",26023,1,"No",4,1,"Urban"
"1",5301,1,38,2,13,46061,"Yes",0,"No","Female","Bachelors","Clerical",39,"Private",18910,1,"Minivan","No",0,0,"Yes",3,9,"Urban"
"0",0,0,49,0,14,172229,"No",388586,"Yes","Male","PhD","Doctor",17,"Private",18720,4,"Van","Yes",0,0,"Yes",0,8,"Urban"
"0",0,0,42,0,11,63180,"No",243719,"Yes","Female","Masters","Lawyer",23,"Private",12030,1,"Sports Car","No",0,0,"Yes",1,12,"Urban"
"0",0,0,57,0,14,100985,"No",280768,"Yes","Female","Masters","Lawyer",8,"Private",22710,6,"SUV","No",4531,3,"Yes",2,15,"Urban"
"1",20509.484805,0,59,1,11,65456,"Yes",0,"No","Male","Bachelors","Professional",35,"Private",17890,1,"Van","No",0,0,"Yes",0,7,"Urban"
"0",0,0,50,0,14,63166,"No",201839,"Yes","Female","High School","Professional",26,"Private",12990,4,"SUV","No",0,0,"Yes",0,1,"Urban"
"0",0,0,48,0,0,0,"No",98920,"Yes","Female","High School","Home Maker",50,"Private",8660,3,"Sports Car","No",8363,2,"Yes",3,1,"Urban"
"1",4347,0,36,1,8,40339,"Yes",173090,"No","Male","Bachelors","Blue Collar",41,"Commercial",22200,6,"Van","No",0,0,"Yes",3,8,"Urban"
"0",0,0,48,0,6,120330,"No",366173,"Yes","Male","High School","Blue Collar",36,"Commercial",31310,1,"Panel Truck","No",0,0,"Yes",0,11,"Rural"
"0",0,0,45,2,17,38212,"No",170400,"Yes","Male","High School","Clerical",26,"Private",8780,1,"Minivan","No",0,0,"No",0,1,"Urban"
"0",0,0,44,0,15,30242,"No",160824,"Yes","Male","Bachelors","Clerical",40,"Private",8920,1,"Minivan","No",45823,2,"Yes",5,8,"Urban"
"0",0,0,49,0,12,195,"No",0,"No","Female","PhD","Home Maker",54,"Private",7300,10,"SUV","No",0,0,"Yes",1,16,"Rural"
"0",0,0,51,0,11,118786,"No",351051,"No","Male","Masters","Manager",29,"Commercial",30480,1,"Panel Truck","No",0,0,"Yes",0,18,"Urban"
"0",0,0,38,1,9,10631,"Yes",0,"No","Female","High School","Student",61,"Private",8290,4,"SUV","No",0,0,"No",3,6,"Rural"
"0",0,0,46,0,12,9537,"No",113805,"Yes","Female","Masters","Home Maker",18,"Private",10760,1,"Minivan","No",5624,3,"Yes",3,13,"Urban"
"1",7893.1614045,0,42,0,12,44614,"No",210753,"Yes","Female","High School","Professional",64,"Private",11780,1,"SUV","No",0,0,"No",6,11,"Urban"
"0",0,0,48,0,10,48737,"No",220264,"Yes","Male","Bachelors","Manager",24,"Private",11220,9,"Pickup","Yes",0,0,"Yes",1,1,"Urban"
"0",0,0,55,0,0,0,"No",105646,"No","Female","High School","Home Maker",31,"Private",1500,1,"SUV","No",7447,3,"Yes",5,1,"Urban"
"0",0,0,42,2,13,15840,"Yes",87972,"No","Male","High School","Clerical",65,"Commercial",17830,13,"Van","No",0,0,"Yes",1,8,"Rural"
"0",0,0,52,0,13,146001,"No",437230,"Yes","Male","Masters","Lawyer",19,"Commercial",18630,14,"Van","No",0,0,"Yes",2,15,"Urban"
"0",0,0,41,0,13,9836,"No",0,"Yes","Male","Bachelors","Student",95,"Commercial",23970,6,"Panel Truck","Yes",0,0,"Yes",0,9,"Rural"
"1",1467,0,63,0,15,42209,"No",0,"No","Male","High School","Blue Collar",22,"Commercial",16850,1,"Minivan","No",7199,3,"Yes",1,9,"Urban"
"0",0,0,33,1,10,70565,"No",241472,"Yes","Female","Masters","Lawyer",10,"Private",10380,10,"Minivan","No",0,0,"Yes",0,21,"Urban"
"0",0,0,56,0,13,30010,"No",155394,"Yes","Male","High School","Professional",56,"Private",14430,7,"Minivan","No",8586,1,"Yes",4,6,"Urban"
"0",0,0,45,0,13,78432,"No",259622,"Yes","Female","Bachelors","Manager",25,"Private",9590,4,"SUV","No",0,0,"Yes",0,1,"Urban"
"0",0,0,42,0,12,138219,"No",327627,"Yes","Female","Masters","Lawyer",48,"Private",5700,1,"SUV","No",0,0,"Yes",0,14,"Urban"
"1",8697.2751823,0,26,1,12,35262,"Yes",0,"No","Male","<High School","Blue Collar",25,"Private",15110,3,"Minivan","Yes",0,0,"Yes",0,1,"Urban"
"0",0,0,63,0,13,31269,"No",201461,"Yes","Male","High School","Professional",42,"Private",29400,6,"Minivan","Yes",0,0,"Yes",0,1,"Rural"
"0",0,0,39,0,8,30119,"No",157162,"No","Female","<High School","Blue Collar",12,"Private",8410,7,"SUV","No",35909,1,"No",0,5,"Urban"
"0",0,0,43,0,14,170381,"No",0,"No","Female","Masters","Lawyer",32,"Private",19190,10,"Sports Car","No",7316,1,"Yes",4,21,"Urban"
"0",0,0,42,0,0,0,"No",104265,"Yes","Female","High School","Home Maker",61,"Private",17190,1,"SUV","No",0,0,"No",0,6,"Urban"
"1",9741.9398802,2,43,2,6,15726,"Yes",0,"No","Female","High School","Home Maker",30,"Private",7370,10,"Sports Car","No",3588,3,"Yes",4,4,"Urban"
"0",0,0,46,0,11,109084,"No",257476,"No","Female","Bachelors","Professional",31,"Private",30930,1,"Minivan","No",0,0,"No",2,11,"Urban"
"0",0,0,46,0,11,252146,"No",584116,"No","Male","Masters","Lawyer",5,"Private",14230,1,"Minivan","No",0,0,"Yes",0,14,"Urban"
"0",0,0,48,0,10,49693,"No",0,"No","Male","High School","Blue Collar",48,"Commercial",16280,10,"Minivan","Yes",0,0,"Yes",0,1,"Rural"
"1",4322,1,38,2,12,40197,"Yes",160874,"No","Male","High School","Blue Collar",26,"Commercial",9720,1,"Pickup","Yes",0,0,"No",0,1,"Urban"
"0",0,0,44,0,8,61283,"No",168324,"Yes","Male","Bachelors","Manager",52,"Private",5900,4,"Pickup","Yes",0,0,"Yes",1,12,"Urban"
"1",3012,0,47,0,16,54807,"No",183953,"Yes","Female","High School","Blue Collar",43,"Commercial",7280,1,"Pickup","No",4009,2,"Yes",2,6,"Urban"
"0",0,0,46,1,13,62886,"Yes",202178,"No","Female","Bachelors","Professional",18,"Private",22260,1,"Minivan","No",5290,1,"Yes",6,6,"Urban"
"0",0,0,39,0,9,51814,"No",0,"No","Female","Masters","Manager",28,"Private",15170,10,"Sports Car","No",5446,1,"Yes",0,15,"Urban"
"0",0,0,49,0,7,176866,"No",0,"No","Male","Masters","Lawyer",69,"Private",32720,1,"Minivan","Yes",0,0,"Yes",1,16,"Urban"
"0",0,0,39,0,9,41274,"No",118758,"Yes","Male","High School","Blue Collar",67,"Commercial",4390,6,"Minivan","Yes",0,0,"Yes",3,8,"Rural"
"0",0,0,43,0,11,142297,"No",0,"No","Female","PhD","Doctor",6,"Private",20030,4,"SUV","No",0,0,"Yes",2,14,"Urban"
"1",2763,0,37,0,13,78341,"No",0,"No","Male","Bachelors","Professional",47,"Commercial",10890,4,"Pickup","Yes",3857,4,"Yes",2,11,"Urban"
"0",0,0,48,0,12,92972,"No",0,"No","Female","Bachelors","Manager",26,"Private",28830,4,"SUV","No",0,0,"Yes",0,5,"Urban"
"0",0,0,44,0,13,23276,"No",109877,"Yes","Female","High School","Clerical",18,"Commercial",16000,6,"Pickup","No",0,0,"Yes",1,1,"Rural"
"0",0,3,45,4,17,19421,"No",0,"Yes","Male","High School","Student",30,"Commercial",6000,3,"Pickup","No",0,0,"Yes",0,13,"Rural"
"1",3278,0,45,0,11,186027,"No",455275,"No","Male","PhD","Doctor",57,"Private",20100,6,"Van","Yes",2104,3,"Yes",2,10,"Urban"
"0",0,0,55,0,5,159826,"No",444838,"Yes","Female","PhD","Manager",16,"Private",22980,11,"Sports Car","No",0,0,"Yes",0,9,"Urban"
"0",0,0,52,0,13,37295,"No",163285,"No","Male","<High School","Blue Collar",28,"Commercial",6700,4,"Pickup","Yes",0,0,"Yes",0,1,"Rural"
"0",0,0,39,3,12,54714,"No",152044,"Yes","Male","High School","Blue Collar",42,"Commercial",5400,3,"Minivan","No",0,0,"Yes",1,1,"Urban"
"0",0,0,41,0,13,104001,"No",0,"No","Male","Masters","Manager",9,"Commercial",11900,4,"Pickup","Yes",0,0,"Yes",2,14,"Urban"
"0",0,0,48,0,12,42156,"No",170274,"No","Male","<High School","Clerical",50,"Commercial",31520,1,"Panel Truck","No",0,0,"No",2,8,"Rural"
"1",3312,0,39,0,0,0,"No",0,"No","Female","Bachelors","Home Maker",41,"Commercial",10070,4,"SUV","No",3855,2,"Yes",6,14,"Urban"
"1",11212.868616,0,26,0,9,24722,"No",0,"No","Female","<High School","Clerical",28,"Private",9420,6,"SUV","No",0,0,"Yes",1,4,"Urban"
"0",0,0,47,0,12,53320,"No",164347,"Yes","Female","High School","Professional",29,"Private",11530,1,"Sports Car","No",4571,2,"Yes",4,10,"Urban"
"0",0,0,81,2,23,109275,"No",381377,"Yes","Male","Bachelors","Professional",39,"Private",22030,7,"Sports Car","Yes",4773,2,"Yes",0,6,"Urban"
"1",39260.243601,0,59,0,13,111559,"No",330596,"Yes","Female","Masters","Professional",30,"Commercial",29020,15,"Pickup","No",1348,3,"Yes",6,1,"Urban"
"1",2149,0,40,1,0,0,"Yes",0,"No","Female","Masters","Home Maker",32,"Private",2750,3,"SUV","No",39401,3,"No",1,10,"Urban"
"0",0,0,47,0,8,63752,"No",0,"No","Female","Bachelors","Blue Collar",49,"Private",9550,1,"Minivan","No",0,0,"Yes",0,1,"Urban"
"1",8876,3,39,3,14,44293,"Yes",228387,"No","Female","Masters","Manager",37,"Private",9830,1,"Sports Car","No",5957,3,"Yes",6,20,"Urban"
"0",0,0,50,0,14,81493,"No",287047,"Yes","Male","Bachelors","Blue Collar",44,"Commercial",15600,1,"Minivan","Yes",1833,1,"Yes",6,7,"Urban"
"0",0,0,49,0,11,179536,"No",582905,"No","Female","Masters","Lawyer",17,"Private",38940,1,"Van","No",0,0,"Yes",3,20,"Urban"
"0",0,1,39,2,13,130476,"Yes",299021,"No","Male","Bachelors","Manager",50,"Private",16550,7,"Minivan","Yes",9627,2,"Yes",4,12,"Urban"
"1",3884,0,41,1,13,24660,"No",147588,"Yes","Male","High School","Professional",25,"Commercial",16230,1,"Van","Yes",5330,1,"Yes",0,1,"Urban"
"0",0,0,44,1,13,99555,"No",290524,"Yes","Female","Bachelors","Blue Collar",31,"Private",26420,3,"Sports Car","No",0,0,"No",0,5,"Urban"
"0",0,0,52,0,7,16253,"No",0,"No","Male","<High School","Clerical",40,"Private",8080,1,"Pickup","No",969,2,"Yes",3,7,"Urban"
"0",0,0,43,0,10,68350,"No",204797,"Yes","Female","Masters","Lawyer",36,"Private",22570,6,"SUV","No",0,0,"Yes",0,13,"Rural"
"0",0,0,48,0,11,76581,"No",239130,"No","Female","Bachelors","Blue Collar",41,"Private",21030,6,"Pickup","No",0,0,"Yes",0,10,"Urban"
"1",15731.300479,0,51,0,11,78283,"No",210209,"No","Male","High School","Blue Collar",31,"Commercial",10670,1,"Pickup","Yes",0,0,"Yes",0,10,"Urban"
"0",0,0,53,0,2,55890,"No",0,"No","Female","Masters","Lawyer",43,"Private",12390,6,"SUV","No",6668,1,"Yes",4,19,"Urban"
"0",0,0,42,0,7,178453,"No",450858,"Yes","Female","Masters","Lawyer",29,"Private",24790,6,"SUV","No",0,0,"Yes",1,17,"Urban"
"0",0,0,49,0,14,74669,"No",245513,"Yes","Female","Bachelors","Professional",40,"Private",14390,7,"SUV","No",6880,3,"Yes",0,11,"Urban"
"0",0,0,40,2,0,15889,"Yes",0,"No","Female","Bachelors","Student",70,"Commercial",5500,4,"Sports Car","No",8149,3,"Yes",5,11,"Rural"
"0",0,0,37,0,13,64668,"No",0,"No","Female","Masters","Manager",5,"Private",4550,10,"Sports Car","No",0,0,"Yes",1,24,"Urban"
"0",0,1,44,3,12,44893,"No",222835,"Yes","Female","High School","Clerical",58,"Private",26670,1,"Minivan","No",0,0,"Yes",2,14,"Rural"
"0",0,0,38,2,9,100355,"Yes",0,"No","Male","Masters","Lawyer",36,"Commercial",28670,1,"Panel Truck","Yes",0,0,"Yes",1,17,"Rural"
"0",0,0,35,0,13,59555,"No",165360,"Yes","Female","<High School","Blue Collar",23,"Commercial",17030,1,"SUV","No",13272,2,"Yes",3,6,"Rural"
"0",0,0,46,0,0,0,"No",89708,"No","Female","High School","Home Maker",19,"Private",6990,1,"SUV","No",0,0,"Yes",3,9,"Urban"
"0",0,0,64,0,17,23433,"No",144171,"No","Male","Bachelors","Manager",7,"Commercial",19420,10,"Pickup","No",38528,2,"Yes",6,11,"Urban"
"0",0,0,42,0,5,36330,"No",185624,"Yes","Male","High School","Clerical",27,"Private",15250,4,"Minivan","Yes",0,0,"Yes",0,11,"Rural"
"0",0,0,66,0,13,78187,"No",285421,"Yes","Female","Masters","Lawyer",45,"Private",14200,4,"Sports Car","No",3834,2,"Yes",0,10,"Urban"
"0",0,1,43,2,10,180152,"Yes",0,"No","Female","PhD","Manager",53,"Private",23820,10,"Minivan","No",0,0,"Yes",1,16,"Urban"
"0",0,0,48,0,12,49551,"No",218904,"Yes","Female","Bachelors","Professional",24,"Private",16310,11,"SUV","No",0,0,"Yes",0,1,"Urban"
"0",0,0,40,0,5,18539,"No",98559,"Yes","Male","<High School","Clerical",45,"Private",9390,6,"Pickup","Yes",0,0,"Yes",0,4,"Urban"
"0",0,0,50,0,12,98172,"No",0,"No","Female","Masters","Lawyer",5,"Private",16320,13,"Minivan","No",0,0,"Yes",3,20,"Rural"
"0",0,0,56,0,7,52044,"No",0,"No","Male","Bachelors","Blue Collar",22,"Private",12300,1,"Minivan","No",0,0,"Yes",5,8,"Urban"
"1",726,1,37,2,12,77,"No",77025,"Yes","Female","<High School","Student",24,"Private",8620,1,"SUV","No",5289,2,"Yes",5,1,"Urban"
"1",3092,0,33,3,0,0,"Yes",0,"No","Male","Bachelors","Student",5,"Commercial",1500,10,"Minivan","Yes",0,0,"Yes",7,8,"Urban"
"0",0,2,45,2,12,27266,"Yes",0,"No","Female","<High School","Clerical",23,"Private",10020,17,"SUV","No",5788,2,"Yes",1,6,"Urban"
"0",0,1,44,2,10,53245,"Yes",0,"No","Male","High School","Blue Collar",40,"Commercial",11400,1,"Pickup","Yes",0,0,"Yes",2,8,"Rural"
"0",0,0,53,0,8,21190,"No",104523,"Yes","Male","Masters","Student",30,"Commercial",32730,1,"Panel Truck","Yes",7558,3,"Yes",5,1,"Urban"
"0",0,0,55,0,13,60091,"No",250327,"Yes","Male","High School","Professional",48,"Commercial",7810,1,"Pickup","No",0,0,"Yes",1,1,"Urban"
"0",0,0,55,0,12,39482,"No",0,"No","Male","PhD","Doctor",31,"Commercial",28850,1,"Panel Truck","Yes",0,0,"Yes",0,10,"Urban"
"0",0,0,33,0,12,22962,"No",0,"No","Male","High School","Blue Collar",27,"Commercial",25380,6,"Panel Truck","Yes",0,0,"Yes",0,5,"Urban"
"0",0,0,31,1,12,92817,"Yes",0,"No","Male","Masters","Manager",26,"Private",10780,4,"Pickup","Yes",0,0,"Yes",0,18,"Urban"
"0",0,0,53,0,12,10678,"No",162241,"Yes","Female","Bachelors","Home Maker",33,"Private",11460,6,"SUV","No",0,0,"Yes",0,11,"Rural"
"0",0,0,47,0,0,26088,"No",114664,"No","Female","Bachelors","Home Maker",8,"Private",8770,4,"SUV","No",0,0,"Yes",0,11,"Urban"
"1",2002,0,53,0,9,30047,"No",117269,"Yes","Female","High School","Clerical",28,"Private",9800,1,"SUV","No",0,0,"Yes",0,9,"Urban"
"1",7055,0,51,0,6,50049,"No",0,"No","Male","High School","Blue Collar",49,"Commercial",12820,6,"Minivan","Yes",0,0,"No",0,1,"Urban"
"0",0,1,42,1,9,34560,"No",119626,"Yes","Male","<High School","Clerical",36,"Commercial",10830,1,"Pickup","Yes",0,0,"Yes",0,7,"Urban"
"0",0,0,37,0,12,58694,"No",210695,"Yes","Female","<High School","Blue Collar",20,"Private",14750,1,"Sports Car","No",0,0,"Yes",0,9,"Urban"
"0",0,0,51,0,13,27450,"No",115618,"Yes","Male","High School","Clerical",40,"Commercial",10030,17,"Pickup","Yes",0,0,"Yes",2,1,"Rural"
"0",0,0,30,2,9,18447,"No",104225,"Yes","Female","<High School","Clerical",45,"Private",3340,13,"Sports Car","No",0,0,"Yes",2,5,"Urban"
"1",599,0,34,3,14,56095,"No",186866,"Yes","Male","Bachelors","Clerical",58,"Private",6970,6,"Minivan","Yes",0,0,"Yes",0,5,"Urban"
"0",0,1,40,1,8,126291,"No",320281,"Yes","Female","Masters","Lawyer",24,"Private",25130,6,"Minivan","No",0,0,"Yes",0,17,"Urban"
